event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days,time_since_last_event_sec,time_since_last_login_sec,time_since_last_deposit_sec,roll_5_trade_vol_mean,roll_5_trade_vol_std,roll_5_pnl_mean,roll_5_margin_mean,roll_10_trade_vol_mean,roll_10_trade_vol_std,roll_10_pnl_mean,roll_10_margin_mean,roll_5_click_rate_mean,roll_5_session_dur_mean,roll_10_click_rate_mean,roll_10_session_dur_mean,burst_count_5min,burst_count_30min,unique_ips_last_10_logins,unique_countries_last_10_logins,unique_devices_last_10_logins,rolling_failed_attempts_5,rolling_timezone_gap_5,roll_5_deposit_sum,withdrawal_to_deposit_ratio,rolling_immediate_withdrawal_5,deposit_amount_rolling_std,deposit_count_last_10,deposit_amount_rolling_mean,withdrawal_amount_vs_account_age,is_large_withdrawal,trade_vol_zscore,pnl_zscore,amount_zscore,session_duration_zscore,click_rate_zscore,trade_vol_vs_baseline_zscore
EVT_907759,USER_0000,login,2024-01-24 06:11:42,6,2,0,1,brute_forcer,10.12.140.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,102,219196.0,598983.0,725860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6.0,6.0,5.0,13.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_132959,USER_0000,trade,2024-01-27 22:28:06,22,5,1,1,brute_forcer,,,,,,,GBPUSD,0.29,9118.73,141.85,4397.43,700.0,1.124,0.0,,,,,,,,105,317784.0,317784.0,1043644.0,8314.376666666667,833.530608996054,-82.49,3429.36,8314.376666666667,833.530608996054,-82.49,3429.36,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6505864093795398,1.5643187076823262,0.0,0.0,0.0,0.6530538185638534
EVT_864147,USER_0000,trade,2024-01-30 11:04:54,11,1,0,1,brute_forcer,,,,,,,GBPUSD,0.28,7025.99,-53.76,1842.55,2860.0,0.866,0.0,,,,,,,,108,218208.0,535992.0,1261852.0,7992.280000000001,937.1057756731628,-75.3075,3032.6575,7992.280000000001,937.1057756731628,-75.3075,3032.6575,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.1623808589108406,0.20756085453430118,0.0,0.0,0.0,-1.1586438716455434
EVT_467719,USER_0000,trade,2024-01-31 05:03:57,5,2,0,1,brute_forcer,,,,,,,GBPUSD,0.68,10199.43,-132.6,1082.3,1523.0,1.257,1.0,,,,,,,,109,64743.0,600735.0,1326595.0,8433.710000000001,1277.860575571529,-86.76599999999999,2642.5860000000002,8433.710000000001,1277.860575571529,-86.76599999999999,2642.5860000000002,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5868105589831294,-0.33927616372749675,0.0,0.0,0.0,1.586990999950866
EVT_154724,USER_0000,login,2024-02-01 09:25:54,9,3,0,1,brute_forcer,10.12.140.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,110,102117.0,702852.0,1428712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6.0,6.0,5.0,11.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_886786,USER_0000,login,2024-02-06 21:04:01,21,1,0,1,brute_forcer,10.12.140.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,115,473887.0,473887.0,1902599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6.0,6.0,5.0,8.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_474236,USER_0000,deposit,2024-02-11 11:13:42,11,6,1,1,brute_forcer,,,,,,,,,,,,,,,2537.7,bank,0.0,,,,,120,396581.0,396581.0,2299180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,5669.59,0.0,0.0,420.15577831323486,2.0,2834.795,0.0,0,0.0,0.0,-0.05346074171429698,0.0,0.0,0.0
EVT_781605,USER_0000,deposit,2024-02-11 11:14:55,11,6,1,1,brute_forcer,,,,,,,,,,,,,,,2920.25,card,0.0,,,,,120,73.0,396654.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,8589.84,0.0,0.0,301.1637838452693,3.0,2863.28,0.0,0,0.0,0.0,0.45957730685508524,0.0,0.0,0.0
EVT_344397,USER_0000,withdrawal,2024-02-12 00:53:30,0,0,0,1,brute_forcer,,,,,,,,,,,,,,,1107.16,bank,0.0,,,,,121,49115.0,445769.0,49115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,8589.84,0.12889180706507586,0.0,0.0,0.0,0.0,9.075081967213116,0,0.0,0.0,-1.9719588465383555,0.0,0.0,0.0
EVT_239967,USER_0000,login,2024-02-15 17:59:40,17,3,0,1,brute_forcer,10.12.140.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,124,320770.0,766539.0,369885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6.0,6.0,5.0,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_476695,USER_0000,deposit,2024-03-09 06:56:02,6,5,1,1,brute_forcer,,,,,,,,,,,,,,,2841.83,card,0.0,,,,,147,1947382.0,1947382.0,2317267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,11431.67,0.0,0.0,246.1329764409205,4.0,2857.9175,0.0,0,0.0,0.0,0.3544081949251128,0.0,0.0,0.0
EVT_232465,USER_0000,deposit,2024-03-23 00:48:38,0,5,1,1,brute_forcer,,,,,,,,,,,,,,,2926.55,bank,0.0,,,,,161,1187556.0,3134938.0,1187556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,14358.22,0.0,0.0,215.35590444656964,5.0,2871.644,0.0,0,0.0,0.0,0.4680262408662922,0.0,0.0,0.0
EVT_811521,USER_0000,session,2024-03-28 02:05:20,2,3,0,1,brute_forcer,,,safari_mac,,,,,,,,,,,,,,,48.4,38.0,0.79,,166,436602.0,3571540.0,436602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,41.95,1.03,41.95,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.7071067811865471,-0.7071067811865475,0.0
EVT_527265,USER_0000,trade,2024-03-28 02:44:45,2,3,0,1,brute_forcer,,,,,,,GBPUSD,1.14,8037.93,-68.28,4395.37,3345.0,0.99,0.0,,,,,,,,166,2365.0,3573905.0,438967.0,8550.406,1189.6756365833498,-83.80999999999999,2707.144,8367.746666666668,1154.3175856525215,-83.685,2934.7166666666667,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.28572437149540986,0.10684962286051494,0.0,0.0,0.0,-0.2879054468937407
EVT_865847,USER_0001,session,2024-01-02 05:54:21,5,1,0,1,ip_hopper,,,chrome_win,,,,,,,,,,,,,,,40.4,67.0,1.66,,281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,40.4,1.66,40.4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.44637390690270873,0.30976368761408535,0.0
EVT_584172,USER_0001,login,2024-01-07 15:09:06,15,6,1,1,ip_hopper,192.231.19.15,AE,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,286,465285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_199096,USER_0001,login,2024-01-07 15:09:06,15,6,1,1,ip_hopper,192.197.145.65,NG,firefox_linux,1.0,0.0,2.0,,,,,,,,,,,,,,,,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_777513,USER_0001,login,2024-01-07 15:09:06,15,6,1,1,ip_hopper,192.88.20.64,DE,ios_app,1.0,0.0,1.0,,,,,,,,,,,,,,,,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_775981,USER_0001,login,2024-01-07 15:12:06,15,6,1,1,ip_hopper,192.46.196.119,US,firefox_linux,1.0,0.0,9.0,,,,,,,,,,,,,,,,286,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_912085,USER_0001,login,2024-01-07 15:14:06,15,6,1,1,ip_hopper,192.173.26.203,RU,android_app,1.0,0.0,2.0,,,,,,,,,,,,,,,,286,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5.0,5.0,3.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_648141,USER_0001,login,2024-01-07 15:15:06,15,6,1,1,ip_hopper,192.81.186.96,DE,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,286,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,6.0,5.0,3.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_935012,USER_0001,login,2024-01-07 15:15:06,15,6,1,1,ip_hopper,192.140.28.91,AE,firefox_linux,1.0,0.0,9.0,,,,,,,,,,,,,,,,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,7.0,5.0,3.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_571579,USER_0001,login,2024-01-07 15:16:06,15,6,1,1,ip_hopper,192.96.164.155,IN,ios_app,1.0,0.0,10.5,,,,,,,,,,,,,,,,286,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,8.0,6.0,3.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_164879,USER_0001,login,2024-01-07 15:16:06,15,6,1,1,ip_hopper,192.230.52.208,UK,android_app,1.0,0.0,5.5,,,,,,,,,,,,,,,,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,9.0,7.0,3.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_144590,USER_0001,session,2024-01-11 08:55:44,8,3,0,1,ip_hopper,,,chrome_win,,,,,,,,,,,,,,,31.3,12.0,0.38,,290,322778.0,322778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,35.85,1.02,35.85,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.5045965904117589,-1.7461493798097703,0.0
EVT_362285,USER_0001,withdrawal,2024-01-16 02:38:42,2,1,0,1,ip_hopper,,,,,,,,,,,,,,,836.51,bank,0.0,,,,,295,409378.0,732156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.8260472972972974,0,0.0,0.0,1.1563253172726145,0.0,0.0,0.0
EVT_769448,USER_0001,kyc_change,2024-01-20 00:54:55,0,5,1,1,ip_hopper,,,,,,,,,,,,,,,,,,,,,phone_update,299,339373.0,1071529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_820426,USER_0001,session,2024-01-31 04:38:20,4,2,0,1,ip_hopper,,,chrome_win,,,,,,,,,,,,,,,41.1,58.0,1.41,,310,963805.0,2035334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,37.6,1.15,37.6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5195254836192066,-0.09178183336713644,0.0
EVT_332286,USER_0001,trade,2024-01-31 09:50:36,9,2,0,1,ip_hopper,,,,,,,EURUSD,1.22,14600.52,142.93,3193.41,2154.0,0.979,1.0,,,,,,,,310,18736.0,2054070.0,0.0,14600.52,0.0,142.93,3193.41,14600.52,0.0,142.93,3193.41,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.6911532891772684,0.3816506302409783,0.0,0.0,0.0,-0.6932753329360858
EVT_634299,USER_0001,session,2024-01-31 23:48:26,23,2,0,1,ip_hopper,,,chrome_win,,,,,,,,,,,,,,,39.1,65.0,1.66,,311,50270.0,2104340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2774999999999999,37.975,1.2774999999999999,37.975,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3105209787149279,0.30976368761408535,0.0
EVT_974627,USER_0001,trade,2024-02-11 18:43:29,18,6,1,1,ip_hopper,,,,,,,EURUSD,1.7,16681.95,-390.65,4891.48,769.0,1.119,0.0,,,,,,,,321,932103.0,3036443.0,0.0,15641.235,1471.7932675651157,-123.85999999999999,4042.4449999999997,15641.235,1471.7932675651157,-123.85999999999999,4042.4449999999997,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6835163457241714,-1.90868239012321,0.0,0.0,0.0,0.6834416402703279
EVT_204766,USER_0001,login,2024-02-16 08:17:32,8,4,0,1,ip_hopper,10.44.216.1,US,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,326,394443.0,3430886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_680099,USER_0001,withdrawal,2024-02-21 11:50:18,11,2,0,1,ip_hopper,,,,,,,,,,,,,,,115.64,crypto,0.0,,,,,331,444766.0,444766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.3483132530120482,0,0.0,0.0,-1.1701543926356575,0.0,0.0,0.0
EVT_645009,USER_0001,trade,2024-02-26 02:48:27,2,0,0,1,ip_hopper,,,,,,,EURUSD,0.83,17621.08,166.55,3068.32,1350.0,1.182,0.0,,,,,,,,336,399489.0,844255.0,0.0,16301.183333333334,1545.8599934125132,-27.056666666666654,3717.736666666666,16301.183333333334,1545.8599934125132,-27.056666666666654,3717.736666666666,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3037598774427448,0.48303686274782287,0.0,0.0,0.0,1.3029642782132136
EVT_349433,USER_0001,session,2024-02-29 00:42:18,0,3,0,1,ip_hopper,,,chrome_win,,,,,,,,,,,,,,,18.7,43.0,2.3,,339,251631.0,1095886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4819999999999998,34.12,1.4819999999999998,34.12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-1.8213249713087145,1.3377202213260129,0.0
EVT_337256,USER_0001,withdrawal,2024-03-01 20:17:10,20,4,0,1,ip_hopper,,,,,,,,,,,,,,,361.65,crypto,0.0,,,,,340,156892.0,1252778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0605571847507331,0,0.0,0.0,-0.37620087336792,0.0,0.0,0.0
EVT_197102,USER_0001,trade,2024-03-01 20:48:38,20,4,0,1,ip_hopper,,,,,,,EURUSD,1.68,15557.76,277.22,4859.87,356.0,1.044,0.0,,,,,,,,340,1888.0,1254666.0,0.0,16115.327500000001,1315.7855610337886,49.01250000000002,4003.27,16115.327500000001,1315.7855610337886,49.01250000000002,4003.27,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.05894910200159891,0.9580755736509766,0.0,0.0,0.0,-0.054085309661678946
EVT_199051,USER_0001,trade,2024-03-07 15:25:02,15,3,0,1,ip_hopper,,,,,,,EURUSD,1.03,16058.97,24.92,808.81,2223.0,1.077,0.0,,,,,,,,346,498984.0,1753650.0,0.0,16104.056,1139.7824202583586,44.19400000000002,3364.3779999999997,16104.056,1139.7824202583586,44.19400000000002,3364.3779999999997,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.27207243977926776,-0.12489421726675792,0.0,0.0,0.0,0.27042654830840346
EVT_660280,USER_0001,trade,2024-03-10 08:06:48,8,6,1,1,ip_hopper,,,,,,,EURUSD,0.34,13361.82,103.13,2091.03,3340.0,0.896,1.0,,,,,,,,349,232906.0,1986556.0,0.0,15856.316,1592.8573461330443,36.234000000000016,3143.902,15647.016666666668,1514.131066224674,54.01666666666668,3152.153333333333,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.5092462717673214,0.21081354075019015,0.0,0.0,0.0,-1.5094718241941736
EVT_662928,USER_0001,session,2024-03-14 20:04:37,20,3,0,1,ip_hopper,,,chrome_win,,,,,,,,,,,,,,,48.9,49.0,1.0,,353,388669.0,2375225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3499999999999999,35.82,1.4016666666666666,36.583333333333336,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.334643052745893,-0.75031648777634,0.0
EVT_157994,USER_0001,session,2024-03-15 00:06:27,0,4,0,1,ip_hopper,,,chrome_win,,,,,,,,,,,,,,,33.4,62.0,1.86,,354,14510.0,2389735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6459999999999997,36.24,1.467142857142857,36.128571428571426,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.2851418602622665,0.6310001043990631,0.0
EVT_362773,USER_0001,withdrawal,2024-03-25 09:19:21,9,0,0,1,ip_hopper,,,,,,,,,,,,,,,599.07,crypto,0.0,,,,,364,897174.0,3286909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.6412876712328768,0,0.0,0.0,0.39002994873096347,0.0,0.0,0.0
EVT_263518,USER_0001,login,2024-03-26 16:21:02,16,1,0,1,ip_hopper,10.44.216.1,US,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,365,111701.0,3398610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
