event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days
EVT_238741,USER_0174,trade,2024-01-01 20:44:01,20,0,0,0,none,,,,,,,BTCUSD,0.15,7672.81,27.7,159.33,3446.0,0.945,0.0,,,,,,,,138
EVT_475125,USER_0070,kyc_change,2024-01-01 21:15:04,21,0,0,0,none,,,,,,,,,,,,,,,,,,,,,email_update,318
EVT_582977,USER_0101,deposit,2024-01-01 21:24:38,21,0,0,0,none,,,,,,,,,,,,,,,2572.13,bank,0.0,,,,,177
EVT_556633,USER_0102,trade,2024-01-01 21:34:26,21,0,0,0,none,,,,,,,USDJPY,1.54,11840.07,128.16,2850.64,3185.0,0.946,1.0,,,,,,,,296
EVT_186702,USER_0163,withdrawal,2024-01-01 22:01:13,22,0,0,0,none,,,,,,,,,,,,,,,156.73,crypto,0.0,,,,,258
EVT_111430,USER_0031,trade,2024-01-01 22:26:47,22,0,0,0,none,,,,,,,BTCUSD,0.7,12659.13,303.39,3757.62,3223.0,0.756,1.0,,,,,,,,327
EVT_333020,USER_0070,login,2024-01-01 22:58:59,22,0,0,0,none,10.237.25.1,DE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,318
EVT_131475,USER_0092,login,2024-01-01 23:03:00,23,0,0,0,none,10.247.238.1,DE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,35
EVT_791710,USER_0076,session,2024-01-01 23:37:42,23,0,0,0,none,,,chrome_win,,,,,,,,,,,,,,,30.0,27.0,0.9,,202
EVT_414798,USER_0103,deposit,2024-01-02 00:37:34,0,1,0,0,none,,,,,,,,,,,,,,,2051.61,bank,0.0,,,,,151
EVT_972089,USER_0140,deposit,2024-01-02 00:38:54,0,1,0,0,none,,,,,,,,,,,,,,,1198.86,card,0.0,,,,,240
EVT_843544,USER_0009,trade,2024-01-02 01:01:11,1,1,0,1,wash_trader,,,,,,,XAUUSD,0.52,8764.39,3.71,2304.72,2512.0,0.952,0.0,,,,,,,,6
EVT_253028,USER_0042,kyc_change,2024-01-02 01:45:45,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,email_update,263
EVT_802750,USER_0116,trade,2024-01-02 03:00:12,3,1,0,0,none,,,,,,,AUDUSD,1.31,12868.23,65.44,1219.29,1030.0,1.076,0.0,,,,,,,,133
EVT_186651,USER_0094,login,2024-01-02 03:02:08,3,1,0,0,none,10.194.172.1,BR,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,295
EVT_607348,USER_0082,deposit,2024-01-02 03:17:31,3,1,0,0,none,,,,,,,,,,,,,,,2396.09,bank,0.0,,,,,258
EVT_834008,USER_0078,login,2024-01-02 03:31:53,3,1,0,0,none,10.214.112.1,RU,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,196
EVT_170825,USER_0026,deposit,2024-01-02 04:38:04,4,1,0,1,dormant_withdrawer,,,,,,,,,,,,,,,2409.2,crypto,0.0,,,,,106
EVT_121783,USER_0037,trade,2024-01-02 04:56:12,4,1,0,0,none,,,,,,,AUDUSD,0.79,15950.95,-123.87,2112.43,2610.0,1.105,1.0,,,,,,,,294
EVT_526369,USER_0192,deposit,2024-01-02 04:56:51,4,1,0,0,none,,,,,,,,,,,,,,,2519.76,card,0.0,,,,,363
EVT_865847,USER_0001,session,2024-01-02 05:54:21,5,1,0,1,ip_hopper,,,chrome_win,,,,,,,,,,,,,,,40.4,67.0,1.66,,281
EVT_945143,USER_0021,login,2024-01-02 06:07:12,6,1,0,1,brute_forcer,10.248.35.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,110
EVT_109852,USER_0153,withdrawal,2024-01-02 07:27:00,7,1,0,0,none,,,,,,,,,,,,,,,403.51,bank,0.0,,,,,53
EVT_415761,USER_0117,session,2024-01-02 07:35:58,7,1,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,32.7,11.0,0.34,,277
EVT_884490,USER_0193,login,2024-01-02 07:44:50,7,1,0,0,none,10.154.108.1,SG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,319
EVT_943349,USER_0073,trade,2024-01-02 08:00:03,8,1,0,0,none,,,,,,,XAUUSD,1.81,16233.01,10.46,1509.4,1145.0,1.29,0.0,,,,,,,,89
EVT_971783,USER_0103,deposit,2024-01-02 08:23:23,8,1,0,0,none,,,,,,,,,,,,,,,2020.64,crypto,0.0,,,,,151
EVT_556297,USER_0030,withdrawal,2024-01-02 08:53:24,8,1,0,0,none,,,,,,,,,,,,,,,78.35,crypto,0.0,,,,,295
EVT_387918,USER_0160,session,2024-01-02 08:55:26,8,1,0,0,none,,,ios_app,,,,,,,,,,,,,,,35.5,62.0,1.75,,95
EVT_860017,USER_0044,login,2024-01-02 09:25:26,9,1,0,0,none,10.154.4.1,DE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,1
EVT_668011,USER_0005,withdrawal,2024-01-02 10:21:03,10,1,0,1,dormant_withdrawer,,,,,,,,,,,,,,,2021.56,bank,0.0,,,,,152
EVT_948027,USER_0055,deposit,2024-01-02 10:47:47,10,1,0,0,none,,,,,,,,,,,,,,,541.22,bank,0.0,,,,,110
EVT_431601,USER_0044,trade,2024-01-02 10:56:23,10,1,0,0,none,,,,,,,USDCHF,1.74,11800.05,-135.33,1295.58,3482.0,0.661,0.0,,,,,,,,1
EVT_171950,USER_0132,withdrawal,2024-01-02 11:48:23,11,1,0,0,none,,,,,,,,,,,,,,,242.46,bank,0.0,,,,,273
EVT_928909,USER_0008,login,2024-01-02 12:11:15,12,1,0,1,ip_hopper,10.83.189.1,NG,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,262
EVT_327882,USER_0075,trade,2024-01-02 12:19:58,12,1,0,0,none,,,,,,,EURUSD,0.09,13398.93,-197.13,356.5,877.0,0.734,0.0,,,,,,,,208
EVT_715551,USER_0080,kyc_change,2024-01-02 12:29:09,12,1,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,333
EVT_378663,USER_0011,kyc_change,2024-01-02 13:24:53,13,1,0,1,bot_trader,,,,,,,,,,,,,,,,,,,,,address_update,26
EVT_999143,USER_0065,deposit,2024-01-02 13:33:29,13,1,0,0,none,,,,,,,,,,,,,,,675.44,bank,0.0,,,,,120
EVT_942438,USER_0116,login,2024-01-02 13:37:17,13,1,0,0,none,10.206.139.1,AE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,134
EVT_531257,USER_0166,deposit,2024-01-02 14:16:35,14,1,0,0,none,,,,,,,,,,,,,,,384.43,card,0.0,,,,,16
EVT_296114,USER_0061,session,2024-01-02 14:39:09,14,1,0,0,none,,,android_app,,,,,,,,,,,,,,,14.1,37.0,2.62,,239
EVT_147976,USER_0082,deposit,2024-01-02 14:45:05,14,1,0,0,none,,,,,,,,,,,,,,,2711.3,crypto,0.0,,,,,258
EVT_562054,USER_0069,session,2024-01-02 15:11:18,15,1,0,0,none,,,safari_mac,,,,,,,,,,,,,,,56.9,57.0,1.0,,96
EVT_525239,USER_0031,deposit,2024-01-02 15:17:13,15,1,0,0,none,,,,,,,,,,,,,,,1491.87,bank,0.0,,,,,328
EVT_442399,USER_0082,login,2024-01-02 15:30:39,15,1,0,0,none,10.108.232.1,NG,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,258
EVT_490633,USER_0090,kyc_change,2024-01-02 15:53:44,15,1,0,0,none,,,,,,,,,,,,,,,,,,,,,email_update,226
EVT_304876,USER_0060,session,2024-01-02 16:02:11,16,1,0,0,none,,,android_app,,,,,,,,,,,,,,,38.7,58.0,1.5,,9
EVT_416778,USER_0051,trade,2024-01-02 16:23:53,16,1,0,0,none,,,,,,,EURUSD,0.55,6474.84,-41.51,2074.57,118.0,0.929,0.0,,,,,,,,23
EVT_278169,USER_0136,deposit,2024-01-02 16:41:20,16,1,0,0,none,,,,,,,,,,,,,,,2625.57,crypto,0.0,,,,,63
EVT_750475,USER_0185,session,2024-01-02 18:28:23,18,1,0,0,none,,,chrome_win,,,,,,,,,,,,,,,43.2,61.0,1.41,,311
EVT_894122,USER_0019,withdrawal,2024-01-02 19:49:19,19,1,0,1,dormant_withdrawer,,,,,,,,,,,,,,,753.05,crypto,0.0,,,,,323
EVT_503348,USER_0126,session,2024-01-02 19:55:12,19,1,0,0,none,,,android_app,,,,,,,,,,,,,,,28.3,5.0,0.18,,330
EVT_438044,USER_0099,login,2024-01-02 19:58:26,19,1,0,0,none,10.176.217.1,CN,firefox_linux,1.0,1.0,0.0,,,,,,,,,,,,,,,,190
EVT_780956,USER_0027,trade,2024-01-02 20:27:20,20,1,0,1,deposit_withdrawal_cycler,,,,,,,GBPUSD,1.96,11381.11,4.92,978.89,3496.0,0.921,1.0,,,,,,,,53
EVT_862491,USER_0103,trade,2024-01-02 20:33:49,20,1,0,0,none,,,,,,,EURUSD,1.11,3453.51,-91.47,125.63,2753.0,1.179,1.0,,,,,,,,151
EVT_549286,USER_0164,trade,2024-01-02 20:47:22,20,1,0,0,none,,,,,,,BTCUSD,1.4,10315.4,39.28,1599.69,831.0,1.15,1.0,,,,,,,,358
EVT_148315,USER_0084,session,2024-01-02 21:32:36,21,1,0,0,none,,,chrome_win,,,,,,,,,,,,,,,31.6,29.0,0.92,,289
EVT_548158,USER_0123,withdrawal,2024-01-02 22:09:47,22,1,0,0,none,,,,,,,,,,,,,,,1026.45,bank,0.0,,,,,165
EVT_468145,USER_0088,trade,2024-01-02 22:13:10,22,1,0,0,none,,,,,,,GBPUSD,0.87,14684.23,29.04,4558.72,1395.0,1.039,1.0,,,,,,,,327
EVT_904858,USER_0131,session,2024-01-02 22:43:31,22,1,0,0,none,,,ios_app,,,,,,,,,,,,,,,7.3,11.0,1.51,,152
EVT_885813,USER_0122,login,2024-01-03 00:12:47,0,2,0,0,none,10.18.232.1,DE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,321
EVT_135395,USER_0029,trade,2024-01-03 01:36:30,1,2,0,1,ip_hopper,,,,,,,USDJPY,1.23,1529.86,4.58,2872.16,2590.0,0.823,0.0,,,,,,,,56
EVT_838927,USER_0015,login,2024-01-03 03:03:38,3,2,0,1,ip_hopper,10.216.32.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,161
EVT_166490,USER_0108,deposit,2024-01-03 03:23:29,3,2,0,0,none,,,,,,,,,,,,,,,2377.48,card,0.0,,,,,251
EVT_686149,USER_0043,deposit,2024-01-03 03:31:55,3,2,0,0,none,,,,,,,,,,,,,,,1881.13,crypto,0.0,,,,,196
EVT_207241,USER_0136,login,2024-01-03 03:34:07,3,2,0,0,none,10.7.73.1,CN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,63
EVT_236301,USER_0151,trade,2024-01-03 04:09:00,4,2,0,0,none,,,,,,,USDJPY,1.72,9568.1,-126.49,2056.57,1857.0,0.849,0.0,,,,,,,,240
EVT_990714,USER_0050,login,2024-01-03 04:32:31,4,2,0,0,none,10.75.220.1,BR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,225
EVT_399006,USER_0104,login,2024-01-03 04:58:11,4,2,0,0,none,10.64.251.1,AE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,256
EVT_585494,USER_0193,kyc_change,2024-01-03 04:58:37,4,2,0,0,none,,,,,,,,,,,,,,,,,,,,,email_update,320
EVT_727273,USER_0175,deposit,2024-01-03 05:24:08,5,2,0,0,none,,,,,,,,,,,,,,,2558.3,card,0.0,,,,,132
EVT_836959,USER_0189,trade,2024-01-03 05:24:15,5,2,0,0,none,,,,,,,XAUUSD,1.79,16306.15,-39.51,1445.72,1026.0,0.99,1.0,,,,,,,,178
EVT_592654,USER_0186,deposit,2024-01-03 06:12:33,6,2,0,0,none,,,,,,,,,,,,,,,1942.44,bank,0.0,,,,,77
EVT_410152,USER_0048,login,2024-01-03 06:46:19,6,2,0,0,none,10.134.82.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,363
EVT_929339,USER_0095,trade,2024-01-03 07:10:33,7,2,0,0,none,,,,,,,BTCUSD,1.49,1924.04,-186.34,2945.61,1433.0,0.695,0.0,,,,,,,,94
EVT_868473,USER_0192,trade,2024-01-03 07:12:34,7,2,0,0,none,,,,,,,EURUSD,1.41,11900.6,-87.79,2015.5,3516.0,0.795,0.0,,,,,,,,364
EVT_751147,USER_0162,trade,2024-01-03 07:26:30,7,2,0,0,none,,,,,,,GBPUSD,1.31,22026.26,-299.75,4196.03,2744.0,1.151,0.0,,,,,,,,35
EVT_176561,USER_0110,deposit,2024-01-03 07:45:51,7,2,0,0,none,,,,,,,,,,,,,,,1772.58,card,0.0,,,,,299
EVT_935434,USER_0030,trade,2024-01-03 07:53:35,7,2,0,0,none,,,,,,,XAUUSD,1.24,7674.54,-313.82,2201.83,1974.0,0.915,1.0,,,,,,,,296
EVT_698129,USER_0030,login,2024-01-03 08:10:43,8,2,0,0,none,10.127.98.1,US,safari_mac,1.0,1.0,0.0,,,,,,,,,,,,,,,,296
EVT_444941,USER_0046,deposit,2024-01-03 08:15:38,8,2,0,0,none,,,,,,,,,,,,,,,1812.98,card,0.0,,,,,177
EVT_409783,USER_0088,trade,2024-01-03 09:14:06,9,2,0,0,none,,,,,,,AUDUSD,0.36,17563.23,-93.47,3919.96,1299.0,1.243,0.0,,,,,,,,327
EVT_934832,USER_0181,deposit,2024-01-03 09:47:51,9,2,0,0,none,,,,,,,,,,,,,,,1924.95,crypto,0.0,,,,,142
EVT_624344,USER_0129,withdrawal,2024-01-03 10:06:08,10,2,0,0,none,,,,,,,,,,,,,,,206.8,bank,0.0,,,,,260
EVT_721748,USER_0049,withdrawal,2024-01-03 11:06:13,11,2,0,0,none,,,,,,,,,,,,,,,76.23,bank,0.0,,,,,224
EVT_409963,USER_0184,deposit,2024-01-03 11:18:54,11,2,0,0,none,,,,,,,,,,,,,,,400.0,bank,0.0,,,,,94
EVT_777724,USER_0140,deposit,2024-01-03 11:20:18,11,2,0,0,none,,,,,,,,,,,,,,,1137.9,bank,0.0,,,,,241
EVT_741709,USER_0047,withdrawal,2024-01-03 13:02:46,13,2,0,0,none,,,,,,,,,,,,,,,157.79,crypto,0.0,,,,,238
EVT_172866,USER_0125,login,2024-01-03 14:32:17,14,2,0,0,none,10.147.224.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,122
EVT_261505,USER_0057,withdrawal,2024-01-03 14:32:30,14,2,0,0,none,,,,,,,,,,,,,,,141.02,crypto,0.0,,,,,298
EVT_584045,USER_0140,kyc_change,2024-01-03 14:43:08,14,2,0,0,none,,,,,,,,,,,,,,,,,,,,,email_update,241
EVT_412501,USER_0046,withdrawal,2024-01-03 15:18:48,15,2,0,0,none,,,,,,,,,,,,,,,180.75,crypto,0.0,,,,,177
EVT_818178,USER_0195,trade,2024-01-03 15:32:33,15,2,0,0,none,,,,,,,XAUUSD,1.14,11130.56,-171.58,831.98,1720.0,0.562,0.0,,,,,,,,189
EVT_270820,USER_0072,trade,2024-01-03 15:57:51,15,2,0,0,none,,,,,,,USDCHF,1.32,8486.86,-90.86,4486.08,2313.0,1.324,0.0,,,,,,,,267
EVT_729238,USER_0187,deposit,2024-01-03 16:12:39,16,2,0,0,none,,,,,,,,,,,,,,,826.73,card,0.0,,,,,223
EVT_967412,USER_0049,trade,2024-01-03 16:33:19,16,2,0,0,none,,,,,,,AUDUSD,0.84,1107.62,237.52,2265.96,2354.0,0.747,0.0,,,,,,,,224
EVT_453492,USER_0107,kyc_change,2024-01-03 17:06:52,17,2,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,321
EVT_468765,USER_0151,withdrawal,2024-01-03 17:43:33,17,2,0,0,none,,,,,,,,,,,,,,,944.09,bank,0.0,,,,,240
EVT_390683,USER_0062,login,2024-01-03 18:16:33,18,2,0,0,none,10.151.65.1,RU,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,104
EVT_135885,USER_0084,session,2024-01-03 18:24:09,18,2,0,0,none,,,chrome_win,,,,,,,,,,,,,,,55.3,11.0,0.2,,290
EVT_274467,USER_0151,login,2024-01-03 18:32:18,18,2,0,0,none,10.17.186.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,240
EVT_474175,USER_0043,login,2024-01-03 18:34:33,18,2,0,0,none,10.178.35.1,UK,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,197
EVT_656673,USER_0068,trade,2024-01-03 18:36:38,18,2,0,0,none,,,,,,,AUDUSD,0.91,12485.11,-134.73,4947.47,253.0,1.15,0.0,,,,,,,,112
EVT_783051,USER_0115,trade,2024-01-03 19:08:58,19,2,0,0,none,,,,,,,XAUUSD,0.24,17574.4,-5.99,4736.7,2656.0,1.091,0.0,,,,,,,,100
EVT_971051,USER_0039,login,2024-01-03 19:16:56,19,2,0,0,none,10.20.41.1,BR,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,244
EVT_973390,USER_0145,login,2024-01-03 19:27:14,19,2,0,0,none,10.37.226.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,99
EVT_700231,USER_0104,trade,2024-01-03 19:56:26,19,2,0,0,none,,,,,,,BTCUSD,1.8,1186.87,45.4,1709.69,3431.0,1.083,0.0,,,,,,,,257
EVT_916356,USER_0056,session,2024-01-03 20:16:55,20,2,0,0,none,,,android_app,,,,,,,,,,,,,,,16.7,50.0,2.99,,259
EVT_534152,USER_0186,withdrawal,2024-01-03 20:42:04,20,2,0,0,none,,,,,,,,,,,,,,,319.37,crypto,0.0,,,,,78
EVT_619018,USER_0046,deposit,2024-01-03 20:42:39,20,2,0,0,none,,,,,,,,,,,,,,,1684.85,crypto,0.0,,,,,178
EVT_330436,USER_0055,trade,2024-01-03 20:44:03,20,2,0,0,none,,,,,,,EURUSD,0.62,7212.1,9.17,4360.75,2764.0,1.109,1.0,,,,,,,,111
EVT_266911,USER_0011,session,2024-01-03 20:47:27,20,2,0,1,bot_trader,,,chrome_win,,,,,,,,,,,,,,,49.1,23.0,0.47,,27
EVT_397901,USER_0011,login,2024-01-03 21:10:20,21,2,0,1,bot_trader,10.205.137.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,27
EVT_508187,USER_0089,trade,2024-01-03 21:24:49,21,2,0,0,none,,,,,,,USDCHF,1.99,23130.41,-26.08,1333.76,1370.0,1.23,1.0,,,,,,,,341
EVT_990211,USER_0087,deposit,2024-01-03 21:45:54,21,2,0,0,none,,,,,,,,,,,,,,,715.96,card,0.0,,,,,104
EVT_420932,USER_0041,trade,2024-01-03 21:51:31,21,2,0,0,none,,,,,,,XAUUSD,0.8,7908.22,162.96,2616.8,2902.0,1.085,1.0,,,,,,,,126
EVT_705561,USER_0142,trade,2024-01-03 22:08:51,22,2,0,0,none,,,,,,,BTCUSD,1.12,11596.9,-279.29,2400.09,3096.0,0.967,1.0,,,,,,,,29
EVT_218370,USER_0124,login,2024-01-03 22:31:13,22,2,0,0,none,10.255.226.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,154
EVT_955697,USER_0137,session,2024-01-04 00:06:46,0,3,0,0,none,,,chrome_win,,,,,,,,,,,,,,,45.8,65.0,1.42,,34
EVT_146777,USER_0159,login,2024-01-04 00:36:07,0,3,0,0,none,10.155.252.1,IN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,23
EVT_754489,USER_0141,login,2024-01-04 01:06:22,1,3,0,0,none,10.150.183.1,IN,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,161
EVT_830872,USER_0166,session,2024-01-04 01:33:13,1,3,0,0,none,,,android_app,,,,,,,,,,,,,,,41.3,35.0,0.85,,18
EVT_288724,USER_0120,trade,2024-01-04 01:56:51,1,3,0,0,none,,,,,,,USDJPY,0.51,24180.62,-158.76,4551.41,2125.0,1.282,0.0,,,,,,,,107
EVT_732672,USER_0045,session,2024-01-04 02:42:11,2,3,0,0,none,,,chrome_win,,,,,,,,,,,,,,,54.0,39.0,0.72,,258
EVT_471858,USER_0056,trade,2024-01-04 02:53:02,2,3,0,0,none,,,,,,,AUDUSD,0.11,15511.2,47.99,3116.21,200.0,0.831,0.0,,,,,,,,259
